Description,Extension,Category,MIME type
Amazon KF8 eBook File,.azw3,eBook,application/vnd.amazon.mobi8-ebook
ProPresenter 5 Template,.pro5template,Settings Files,Unknown
CandyBar Icon,.pxicon,Raster Images,Unknown
IDA Database File,.idb,Database Files,Unknown
Microsoft Scrap File,.shs,Misc Files,Unknown
BibTeX Bibliography Database,.bibtex,Text,Unknown
Registry Script,.rgs,Executable,Unknown
Mecabricks Zip-Compressed 3D Scene,.zmbx,3D Images,Unknown
MindManager Map Template,.mmat,Vector Images,Unknown
SpectraLayers Pro Project,.slx,Audio,Unknown
Signed PlayStation Relocatable Executable,.sprx,System Files,Unknown
MasterCook Layout File,.lop,Settings Files,Unknown
AVS Barcode Profile,.abp,Data Files,Unknown
Ray Dream Studio Scene File,.rds,3D Images,Unknown
Mac OS X Plugin,.plugin,Plugin Files,Unknown
TruTops Geometry File,.geo,CAD Files,application/vnd.dynageo
Windows Installer Merge Module,.msm,Settings Files,model/vnd.gdl
3GPP Audio File,.3ga,Audio,audio/mp4
Dictionary File,.dct,Misc Files,Unknown
Xerox DIFF Image,.xif,Images,image/vnd.xiff
Elder Scrolls Light Master File,.esl,Game Files,Unknown
Nero BackItUp Archive,.nba,Backup Files,Unknown
DAZ Studio Object File,.dso,3D Images,Unknown
XML Schema File,.xdl,Text,Unknown
Backup File Format,.bff,Backup Files,Unknown
SmartDraw Drawing,.sdr,Raster Images,Unknown
ASP.NET Browser Definition File,.browser,Web Files,Unknown
Java HTML Web Page,.jhtml,Web Files,Unknown
Husqvarna Viking Embroidery File,.shv,Misc Files,Unknown
Degas & Degas Elite Image,.pi3,Images,Unknown
Multi Picture Object File,.mpo,Raster Images,Unknown
Fitbit OS App Package,.fba,Executable,Unknown
FIEBDC-3 Database File,.bc3,Database Files,Unknown
XQuery File,.xq,Developer Files,Unknown
Zipped Wiki Article,.zwi,Compressed,Unknown
Xojo Binary Project File,.xojo_binary_project,Developer Files,Unknown
DesignCAD 3D ASCII Drawing,.dc3,CAD Files,Unknown
TurboTax 2023 Tax Return,.tax2023,Data Files,Unknown
Undeliverable Mail File,.letter,Misc Files,Unknown
Pocket PC Bitmap Image,.2bp,Images,Unknown
Unity Web Player Archive,.unity3d,Game Files,Unknown
TRS-80 Image,.hr,Raster Images,Unknown
Sun Raster Image,.ras,Images,image/x-cmu-raster
Squeeze Project File,.sqz,Video,Unknown
World of Warships Replay File,.wowsreplay,Game Files,Unknown
STOP DJVU Ransomware Encrypted File,.djvu,Encoded Files,image/vnd.djvu
Digital Research (GEM Paint) Image,.gem,Images,Unknown
Generic File,.file,Misc Files,Unknown
AirNav Image,.anv,Images,Unknown
Adobe Flash Protected Audio File,.f4a,Audio,Unknown
TCP Optimizer Backup File,.spg,Backup Files,Unknown
FME License File,.fmelic,Misc Files,Unknown
HTML Help Index,.hhk,System Files,Unknown
TrueMotion VP6 Video File,.vp6,Video,Unknown
XFD File,.xfd,Data Files,application/vnd.xfdl
Grand Theft Auto IV Textures File,.wtd,Game Files,Unknown
SPSS Data File,.sav,Data Files,Unknown
QuickTime Cache File,.qtch,Video,Unknown
WinZip Configuration File,.wzconfig,Settings Files,Unknown
Xerox Rawster Document Object File,.rdo,Settings Files,Unknown
SafeText File,.safetext,Text,Unknown
Dynamics AX Kernel Help Data File,.khd,Misc Files,Unknown
AY Chiptune File,.ay,Audio,Unknown
Comodo Backup File,.cbu,Backup Files,Unknown
Prolog Source Code File,.pl,Developer Files,text/plain
Prolog Source Code File,.pl,Developer Files,application/x-perl
Grand Theft Auto San Andres Mod Installer File,.sami,Game Files,Unknown
SketchUp Document,.skp,3D Images,application/vnd.koan
Lookout Protocol Driver File,.lpd,System Files,Unknown
Oracle Discoverer Workbook,.dis,Spreadsheet,application/vnd.mobius.dis
IC3D Scene File,.ic3d,CAD Files,Unknown
Windows Startup File,.trx_dll,System Files,Unknown
BEEDOCS Timeline 3D 3 Document,.bdt3,Video,Unknown
Final Cut Pro X Project File,.fcproject,Video,Unknown
Worms 3D Object File,.xom,Game Files,Unknown
Game Boy Advance Song Library,.gsflib,Audio,Unknown
Poser 5 Material File,.mc5,3D Images,Unknown
Lotus Word Pro SmartMaster File,.mwp,Text,Unknown
WinRAR Split Archive Part 1,.r01,Compressed,Unknown
WebObjects Application,.woa,Web Files,Unknown
ZoneAlarm Quarantine File,.zmc,Data Files,Unknown
Utah Raster Toolkit File,.urt,Raster Images,Unknown
YAC Compressed File,.yc,Compressed,Unknown
IntelliQuilter Pattern,.iqp,CAD Files,Unknown
Node-Webkit App Package,.nw,Developer Files,Unknown
U3 Application Information File,.u3i,Text,Unknown
WannaCry Virus Encrypted File,.wnry,Encoded Files,Unknown
SBStudio II Sound File,.sou,Audio,Unknown
Zenographics Image File,.zgm,Vector Images,Unknown
Adobe Sound Document,.asnd,Data Files,Unknown
Circuit Wizard Backup File,.~cw,Backup Files,Unknown
Hypertext Template,.htt,System Files,Unknown
Backup File,.old,Backup Files,application/x-trash
ALZip Second Split Archive File,.a00,Compressed,Unknown
Xcode Color Theme File,.dvtcolortheme,Settings Files,Unknown
VMware Hot Fix Request File,.vmhr,Misc Files,Unknown
Comic Book 7-Zip Archive,.cb7,Compressed,Unknown
Blizzard StarCraft 2 Data File,.sc2data,Game Files,Unknown
Windows Binary Performance Log File,.blg,Data Files,Unknown
Program Update Information,.upd,Text,Unknown
Progressive JPEG Image,.pjp,Raster Images,Unknown
WebPlus Project File,.wpp,Web Files,Unknown
FileMaker Pro Database Memo File,.fpt,Database Files,Unknown
Dynamics AX Temporary File,.alt,Misc Files,Unknown
Amazon MP3 Downloader File,.amz,Audio,Unknown
Portable Document Format Document,.pdf,Documents,application/pdf
LP7 Digitally Signed File,.lp7,Data Files,Unknown
Binutils LD Linker Script,.lds,Developer Files,Unknown
Visual Studio Workflow Service File,.xamlx,Developer Files,Unknown
Adobe Dreamweaver Server Side Include File,.ssi,Developer Files,Unknown
TI-83 Premium CE Bundle Image,.b83,System Files,Unknown
PowerBackup Data File,.pbf,Backup Files,Unknown
Almost Plain Text File,.apt,Text,Unknown
Software Ideas Modeler Project,.simp,Page Layouts,Unknown
Chrome Dictionary File,.bdic,Data Files,Unknown
TI-Nspire PublishView Document,.tnsp,Misc Files,Unknown
macOS Kernel Extension Boot File,.kc,System Files,Unknown
Fourth Split Zip File,.z04,Compressed,Unknown
Monodraw Picture,.monopic,Raster Images,Unknown
VobSub Subtitles File,.sub,Video,Unknown
Enhanced Metafile,.emf,Metadata Files,image/emf
TI-84 Plus C Operating System File,.8cu,System Files,Unknown
Adobe Acrobat XFDF File,.xfdf,Data Files,application/vnd.adobe.xfdf
MusicXML File,.musicxml,Audio,application/vnd.recordare.musicxml+xml
Blitz3D Entity Model File,.b3d,3D Images,Unknown
Musicnotes Digital Sheet Music File,.mtd,Misc Files,Unknown
Cal3D Binary Mesh File,.cmf,3D Images,Unknown
Vaulty Vault File,.vdata,Encoded Files,Unknown
Silicon Graphics RGB Image,.bw,Images,Unknown
VIZ Render File,.drf,3D Images,Unknown
Norton Ghost Incremental Virtual Volume Image,.iv2i,Backup Files,Unknown
Pixel Power Collage Image,.i18,Images,Unknown
IntelliJ IDEA Module,.iml,Developer Files,Unknown
RPG Maker VX Ace Data File,.rvdata2,Game Files,Unknown
Tajima Embroidery Format,.dst,Misc Files,Unknown
iMazing App Data Backup,.imazingapp,Backup Files,Unknown
Merkaartor Document,.mdc,GIS Files,application/vnd.marlin.drm.mdcf
Easy Grade Pro Gradebook File,.egp,Data Files,Unknown
Virtual Machine Package,.vpc6,Misc Files,Unknown
SQL Developer Data Modeler File,.dmd,Developer Files,Unknown
Avid Plugin File,.avx,Plugin Files,Unknown
RoboForm Bookmark File,.rfb,Misc Files,Unknown
NOTION Score,.ntn,Audio,Unknown
Vivid 3D Scanner Element File,.vvd,3D Images,Unknown
Xilinx Netlist File,.ngd,CAD Files,Unknown
Unified Font Object File,.ufo,Font Files,Unknown
Access Add-in,.mda,Plugin Files,Unknown
Poser Face Pose File,.fc2,3D Images,Unknown
Microsoft Word HTML Document,.dochtml,Web Files,Unknown
Procreate Artwork,.procreate,Raster Images,Unknown
Rights-Managed HTML Document,.rmh,Misc Files,Unknown
Visual Basic Project Item File,.vb,Developer Files,Unknown
Sumo Paint Image,.sumo,Raster Images,Unknown
Windows Addon Archive,.wa,Compressed,Unknown
Thumbnail Image,.tnl,Images,Unknown
Winstep Xtreme Theme Pack,.xtreme,Settings Files,Unknown
Google Fusion Table Shortcut,.gtable,Text,Unknown
Q Light Controller+ Workspace File,.qxw,Settings Files,Unknown
LView Pro Image,.lvp,Images,audio/vnd.lucent.voice
iFinish Video Clip,.m1pg,Video,Unknown
Space Engine Shader File,.glf,3D Images,Unknown
WiX Project File,.wixproj,Developer Files,Unknown
Settings File,.set,Settings Files,Unknown
TRACES 3D Scene,.trace,3D Images,Unknown
Shareware Distributors Network File,.sdn,Compressed,Unknown
Lumia Text Message Backup,.vmsg,Backup Files,Unknown
ColoRIX Image,.sci,Images,application/x-scilab
Cal3D XML Skeleton File,.xsf,3D Images,application/prs.xsf+xml
Weblink Backup,.yrcbck,Backup Files,Unknown
ProgDVB Skin,.xsosd,Settings Files,Unknown
RemObjects Data Abstract Connections File,.daconnections,Database Files,Unknown
Password Pad Document,.pwdp,Text,Unknown
Exchange Badmail File,.bad,Text,Unknown
Password Agent File,.pwa,Compressed,Unknown
Visual Studio Database Project File,.dbproj,Developer Files,Unknown
QuickTime Preferences,.qtp,Settings Files,Unknown
ECM Disc Image,.ecm,Disk Images,Unknown
Quake 2 Texture,.wal,Game Files,Unknown
Type3 Design File,.vnd,CAD Files,Unknown
IDRISI Raster Image,.rst,GIS Files,text/prs.fallenstein.rst
Microsoft Excel Auto-Recovery File,.xar,Spreadsheet,application/vnd.xara
SmartSketch 95 Document,.ssk,Vector Images,Unknown
OS/2 Metafile,.met,Metadata Files,Unknown
Windows PowerShell Cmdlet File,.ps1,Executable,Unknown
Merlin License File,.merlinlicense,Misc Files,Unknown
Ensoniq VFX-SD Disk Image,.edv,Disk Images,Unknown
H&R Block 2020 Tax Return,.t20,Data Files,Unknown
PGP Secret Key Ring,.sec,Misc Files,Unknown
GitHub Pages NoJekyll File,.nojekyll,Web Files,Unknown
Static Library,.a,Developer Files,application/octet-stream
Silhouette Studio Document,.studio,Page Layouts,Unknown
Materials and Geometry Format,.mgf,3D Images,Unknown
GERO Ransomware Encrypted File,.gero,Encoded Files,Unknown
Live Home 3D Compressed Project,.lhzd,Compressed,Unknown
Musicnotes Guitar Guru Song File,.mgt,Misc Files,Unknown
Watchtower Library Font File,.mcf,Font Files,Unknown
Raw Image File,.crw,Images,image/x-canon-crw
Windows Help Global Index File,.gid,Settings Files,Unknown
Fortran Source Code File,.ftn,Developer Files,Unknown
Relic Entertainment Game Archive,.sga,Game Files,Unknown
3ds Max Plug-in,.dlo,Plugin Files,Unknown
Compressed Poser Light Set File,.ltz,3D Images,Unknown
CAD Zone Drawing,.czd,CAD Files,Unknown
VMX Backup File,.bck,Backup Files,Unknown
Motorola Phone Skin File,.ski,Settings Files,Unknown
iTunes Database File,.itdb,Database Files,Unknown
MacPaint File,.pnt,Raster Images,Unknown
Desktop Entry File,.desktop,Misc Files,Unknown
SAS Program File,.sas,Developer Files,Unknown
Click & Create Extension,.cox,Plugin Files,Unknown
Windows Chinese Noise-Word List File,.chs,System Files,Unknown
World Definition Language Script,.wdl,Developer Files,Unknown
Nokia Series 40 Theme File,.nth,Misc Files,Unknown
QIT Trojan Horse File,.qit,Executable,Unknown
Unified Office Format Spreadsheet,.uos,Spreadsheets,Unknown
Secure Element Firmware,.sefw,System Files,Unknown
AllWebMenus Project File,.awm,Web Files,Unknown
TI-73 Application,.73k,Executable,Unknown
X Windows System Dump Image,.xwd,Images,image/x-xwindowdump
XMS Print Layout File,.mwl,Page Layouts,Unknown
Sun Rasterfile,.sr,Images,application/vnd.sigrok.session
PAQ6 Compressed Archive,.paq6,Compressed,Unknown
Dawn of War Map File,.sgb,Game Files,Unknown
Google Earth Placemark File,.kmz,GIS Files,application/vnd.google-earth.kmz
TuneUp Utilities Logon Screen,.tls,Misc Files,Unknown
Nintendo Wii Game Data File,.wad,Game Files,application/x-doom
SecurID Soft Token File,.sdtid,Encoded Files,Unknown
GLSL Shader File,.glsl,3D Images,Unknown
Access Report Snapshot,.snp,Page Layouts,Unknown
TI-Nspire Operating System File,.tno,System Files,Unknown
Turing Source File,.tu,Developer Files,Unknown
XSL-FO Form,.fo,Data Files,application/vnd.software602.filler.form+xml
Norton Internet Security Firewall Settings File,.npfx,Settings Files,Unknown
ODF Text Document Template,.ott,Metadata Files,application/vnd.oasis.opendocument.text-template
KiriKiri Package File,.xp3,Game Files,Unknown
Install Creator Project File,.iit,Settings Files,Unknown
Nokia Ovi Store DRM-Protected Application,.sisx.dm,Misc Files,Unknown
Joint Bi-level Image Group File,.jbig,Raster Images,Unknown
Access Runtime Application,.accdr,Database Files,Unknown
Java OpenStreetMap Session Definition,.jos,GIS Files,Unknown
Windows Transliteration File,.nlt,System Files,Unknown
PIPE-FLO Demo Project File,.pipd,CAD Files,Unknown
Yamazaki Zipper Archive,.yz1,Compressed,Unknown
LiveCode Stack File,.livecode,Developer Files,Unknown
Origin Unicode Graph Template,.otpu,Settings Files,Unknown
CUDA Source Code File,.cu,Developer Files,application/cu-seeme
BioShock Saved Game File,.bsb,Game Files,Unknown
MEGA Saved Session,.mdsx,Data Files,Unknown
SpaceClaim Document,.scdoc,CAD Files,Unknown
High Resolution Imagic Graphics File,.ic3,Raster Images,application/vnd.commerce-battelle
Adobe Code Snippet Document,.csn,Developer Files,Unknown
Kodak Photo-Enhancer File,.dc2,Raster Images,Unknown
Security Camera Video,.media,Video,Unknown
World File for JPEG,.jpw,GIS Files,Unknown
HyperBac Compressed File Archive,.hbc2,Compressed,Unknown
Mozilla Archive Format File,.maff,Web Files,Unknown
Yookoo Player Playlist File,.yookoo,Audio,Unknown
Windows Bitmap Image,.rl4,Images,Unknown
SYLK Spreadsheet,.slk,Spreadsheets,Unknown
Microsoft Outlook Saved Search File,.oss,Settings Files,Unknown
Strong Name Key File,.snk,Encoded Files,Unknown
Rich Pixel Format File,.rpf,Raster Images,Unknown
Windows Korean Noise-Words List File,.kor,System Files,Unknown
ProjectWise User Settings File,.brg,Settings Files,Unknown
FileMaker Pro 12 Database,.fmp12,Database Files,Unknown
Trillian Skin,.tsz,Settings Files,Unknown
InstallShield Project Template File,.ist,Developer Files,chemical/x-isostar
TurboTax 2013 Tax Return,.tax2013,Data Files,Unknown
Adobe Shockwave 3D File,.w3d,3D Images,application/x-director
Racket Source Code File,.rkt,Developer Files,Unknown
NTI CD-Maker Disc Image,.ncd,Disk Images,Unknown
Archicad Project Backup File,.bpn,Backup Files,Unknown
Compressed PostScript File,.psz,Compressed,Unknown
HTML File with Server Side Includes,.sht,Web Files,Unknown
Access Image,.g4,Images,Unknown
Ancestral Quest Database File,.aq,Database Files,Unknown
Golden Software Boundary File,.gsb,GIS Files,Unknown
ArcInfo Coverage Export File,.e00,GIS Files,Unknown
Prassi CD Image,.gcd,Disk Images,text/x-pcs-gcd
WebEx Recording File,.wot,Video,Unknown
Softwrap License File,.sw2,Settings Files,Unknown
Microsoft Open XML Macro-Enabled PowerPoint Presentation,.pptm,Presentations,application/vnd.ms-powerpoint.presentation.macroenabled.12
SAS Dataset File,.sas7bdat,Database Files,Unknown
JasperReports Print File,.jrprint,Data Files,Unknown
TiVo Video File,.tivo,Video,Unknown
FAXGrapper Fax Text File,.ocr,Text,Unknown
Blizzard StarCraft 2 Replay File,.sc2replay,Game Files,Unknown
Web Services Description Language File,.wsdl,Web Files,application/wsdl+xml
Windows Event Viewer Log File,.evt,System Files,Unknown
Access Data Access Page,.dap,Web Files,Unknown
Music Album,.abm,Audio,Unknown
Upgrade File,.upg,Misc Files,Unknown
Microsoft Works Word Processor Document,.wps,Text,application/vnd.ms-works
SQLite Rollback Journal File,.db-journal,Database Files,Unknown
ShowBiz Project File,.sbz,Video,Unknown
Windows Policy File,.pol,System Files,Unknown
Frogans Shortcut File,.ltf,Misc Files,application/vnd.frogans.ltf
FreeHand 3 Drawing File,.fh3,Vector Images,Unknown
AXMEDIS Object,.axm,Video,Unknown
Pacific FIghters Online Track File,.ntrk,Game Files,Unknown
B5T Disk Image,.b5t,Disk Images,Unknown
Readme File,.now,Text,Unknown
SQL Backup SQL Server Backup File,.sqb,Backup Files,Unknown
Fallout 3 Master File,.esm,Game Files,Unknown
MagicDraw Project Archive,.mdzip,Developer Files,Unknown
Maya Initial Fluid Cache File,.mcfi,Misc Files,Unknown
Control Information Cache File,.exd,Misc Files,Unknown
Adobe Audition Peak File,.pkf,Audio,Unknown
Emulex DWC Firmware Update File,.dwc,Misc Files,Unknown
Free Report Form File,.frf,Page Layouts,Unknown
Thinkfree Office NEO Cell Template,.hcdt,Spreadsheet,Unknown
Warcraft 3 Expansion Campaign Map File,.w3n,Game Files,Unknown
MacWrite II Document,.mcw,Text,Unknown
Microsoft Word Template,.dot,Metadata Files,application/msword
MPEG-4 Video File,.mpg4,Video,video/mp4
Home Design 3D Project,.hd3d,Settings Files,Unknown
Map Service Definition File,.msd,GIS Files,application/vnd.fdsn.mseed
MNS Projection Information File,.pin,GIS Files,Unknown
Geoxa Project File,.gprx,GIS Files,Unknown
ControllerMate File,.cmate,Settings Files,Unknown
Extension Manager Package,.zxp,Plugin Files,Unknown
Espresso Project File,.esproj,Web Files,Unknown
Commodore 64 1571 Disk Image,.d71,Disk Images,Unknown
Interplay Audio File,.acm,Audio,Unknown
Sony Portable Reader File,.lrf,eBook,application/octet-stream
Korg Trinity/Triton Sample File,.ksf,Audio,Unknown
Multisim 11 Project File,.mp11,CAD Files,Unknown
Webshots Picture File,.wb1,Raster Images,Unknown
Unreal Texture Package,.utx,Game Files,Unknown
Mac OS X Burn Folder,.fpbf,System Files,Unknown
WhatsApp Encrypted Database File,.crypt9,Database Files,Unknown
WOW Slider,.wowsl,Plugin Files,Unknown
File Splitter & Joiner Encrypted File,.__a,Backup Files,Unknown
FastCAM CAM File,.cam,CAD Files,Unknown
Softing Data File,.sdfi,Encoded Files,Unknown
mimoLive TV Layer,.tvlayer,Video,Unknown
eCopy Desktop File,.cpy,Page Layouts,Unknown
CMS Recorded Video File,.cx3,Video,Unknown
SIGLock Encrypted File,.safe,Encoded Files,Unknown
OpenEdge Architect Source Code File,.w,Developer Files,Unknown
Sun Icon/Cursor,.cursor,Images,Unknown
PostScript File,.ps,Vector Images,application/postscript
TouchDraw Document,.t2d,Page Layouts,Unknown
Warcraft 3 Saved Game,.w3z,Game Files,Unknown
NTI CD-Maker Image,.cdm,Disk Images,Unknown
Canon SD Card Version Request File,.req,Misc Files,Unknown
FL Studio Mobile Plug-in Preset,.flmpst,Settings Files,Unknown
KTechlab Circuit Design File,.circuit,CAD Files,Unknown
Godot Engine 3 StreamTexture File,.stex,Raster Images,Unknown
Asterisk Gateway Interface File,.agi,Developer Files,Unknown
Instalit Script,.pvd,Executable,Unknown
Nintendo DS Movie File,.dpg,Video,application/vnd.dpgraph
IRC Chat Configuration File,.chat,Web Files,application/x-chat
Bryce 3 Scene File,.br3,3D Images,Unknown
Signed Document,.sdo,Encoded Files,application/vnd.sealed.doc
ScreenToGif Project,.stg,Compressed,Unknown
Windows Briefcase File,.bfc,Misc Files,Unknown
Microsoft PowerPoint Presentation,.ppt,Presentations,application/vnd.ms-powerpoint
ConceptDraw MINDMAP Document,.cdmz,Vector Images,Unknown
